firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,grltnoa,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BCZB-L,16.0,0.0467126589643421,1.0495890989763045e-06,0.3066832405452452,0.2654277699859748,0.1158209786315862,1.4103103497274387,-0.0019365101370325,1.0,0.0201878872676394,8.143363698954087e-08,1.0677122486324016e-05,1.5233848050972694e-06,0.0645207644776548,4.0,3.2522194125803923,0.0421693918531267,-0.1760008980019456,-0.0165806081468732,0.7412825516284834,0.0216049382716049,0.0592592592592591,0.0344827586206897,0.0112359550561798,0.062992125984252,6.714285714285715,6.714285714285715,0.007462686567164,-0.0036900369003689,-0.028776978417266,0.0266159695817491,-0.1118421052631578,-0.0357142857142855,-0.1373801916932906,-0.0939597315436241,-0.0847457627118644,-0.018181818181818,-0.028776978417266,0.0227272727272727,0.062992125984252,0.0,0.1250000000000002,0.2272727272727273,0.1587982832618026,0.0975609756097561,-0.032258064516129,-0.0939597315436241,-0.0252707581227435,0.0,-0.1401273885350318,-0.1059602649006622,-0.2602739726027396,-0.2838196286472147,-0.3266832917705735,-0.3249999999999999,-0.3462469733656174,-0.309462915601023,-0.2622950819672131,-0.2541436464088398,-0.2838196286472147,-0.25,-0.2819148936170211,-0.3316831683168316,-0.3863636363636363,-0.3807339449541285,-0.3181818181818181,-0.3181818181818181,-0.2913385826771653,-0.2602739726027396,-0.3198992443324937
BDAJ-L,10.0,-0.146063501542749,2.418524743720349e-07,0.0706677505003089,0.0491287371058919,-0.028906955736224,1.2049764649993804,-0.0749297932159374,1.0,-0.2296015180265654,-7.11260725123669e-08,1.386499812597688e-07,7.751193094898812e-07,-0.1125963309009069,3.0,1.1227006708844638,0.0868766872453461,0.005118955202984,0.0142271145957733,1.4249897594411622,-0.0995356078704967,0.0189393939393938,-0.131578947368421,-0.0801393728222996,-0.0704225352112675,-0.0736842105263158,-0.1050847457627118,-0.122923588039867,-0.1456310679611649,-0.1698113207547169,-0.2119402985074626,-0.1698113207547169,-0.1619047619047618,-0.053763440860215,-0.0989761092150171,-0.0736842105263158,0.0,-0.0736842105263158,-0.089655172413793,0.056,0.0476190476190476,1.563106796116505,0.1092436974789916,0.123404255319149,0.1186440677966103,-0.0075187969924812,-0.057142857142857,-0.117056856187291,0.0819672131147541,0.0,1.613861386138614,-0.0037735849056602,-0.0769230769230768,-0.0399999999999999,1.5384615384615383,0.056,0.0476190476190476,0.1478260869565217,0.1681415929203542,0.3821989528795813,1.5882352941176472,0.1733333333333333,1.563106796116505,0.2511848341232228,0.1999999999999999,1.5384615384615383,0.3894736842105264,0.4347826086956521,0.5529411764705883,0.5085714285714287
BDBL-L^I07,16.0,-0.0241038638597216,-3.704426687742287e-07,-0.1082409851690677,0.0932030688084392,0.0056115841933838,1.2056393056559542,-0.091646484724897,1.0,0.1311499062184388,-3.3831243729891283e-08,1.63433238996166e-07,1.2299736110793297e-06,0.0439542811309404,3.0,1.4154141792069468,0.2028771770658318,0.042095479477251,-0.0251448009561461,1.4249897594411622,-0.1017277486910831,0.0113207547169811,0.0860655737704918,0.2383177570093457,0.1572052401746724,0.2100456621004567,0.1830357142857142,0.0860655737704918,0.2383177570093457,0.0271317829457364,-0.0363636363636363,0.0271317829457364,0.1830357142857142,0.6666666666666665,0.5588235294117647,0.4402173913043476,0.7320261437908495,0.6666666666666665,0.8661971830985915,1.264957264957265,1.0703125,1.264957264957265,1.912087912087912,1.3660714285714284,0.892857142857143,0.906474820143885,0.6562499999999998,0.3947368421052633,0.5588235294117647,0.5056818181818181,0.2740384615384614,-0.0037593984962407,-0.0037593984962407,-0.1225165562913908,-0.2679558011049724,-0.1613924050632912,-0.1770186335403727,-0.2577030812324929,-0.1560509554140128,-0.0535714285714284,0.0816326530612243,-0.3552311435523115,-0.3935926773455378,-0.369047619047619,-0.399092970521542,-0.4044943820224719,-0.4058295964125561,-0.4479166666666666,-0.4657258064516129,-0.5181818181818182
BDCK-L^L08,16.0,-0.0275807722616233,0.0005287971207645,154.51114607156904,0.16612641815235,0.0854898336414048,1.4900233978767157,0.0016365428276133,1.0,-0.0909638554216867,-9.812007542350024e-06,9.552313119757397e-09,0.0007663878748256,0.021485287248949,3.0,0.0001908484519398,0.031198003327787,-0.0521353300055461,-0.0521353300055461,1.4249897594411622,-0.135836995605269,-0.863849765258216,-0.0575221238938052,-0.097457627118644,-0.097457627118644,6.344827586206897,6.344827586206897,0.0191387559808613,0.0441176470588233,6.1,6.1,6.1,6.1,0.1210526315789473,0.0979381443298967,0.0544554455445545,0.0441176470588233,0.0240384615384614,0.0923076923076922,0.1576086956521738,0.0979381443298967,0.196629213483146,0.2754491017964071,0.3481012658227846,0.2529411764705882,0.401315789473684,0.4589041095890411,0.3831168831168829,0.2529411764705882,0.0544554455445545,0.0649999999999999,-0.0448430493273542,5.26470588235294,-0.0405405405405406,5.26470588235294,0.0923076923076922,0.1451612903225805,0.1210526315789473,0.0757575757575756,0.0544554455445545,5.26470588235294,-0.0739130434782608,-0.0184331797235023,5.26470588235294,-0.2111111111111112,5.26470588235294,-0.0184331797235023,5.085714285714285,-0.0093023255813953,5.085714285714285
BDIM-L^C23,27.0,0.581901210931562,2.086603837587281e-07,0.060969233318977,0.0379779627259351,0.1351188123195838,0.3526867872556435,-0.076136961893123,1.0,0.8117406548885879,6.660500441322121e-09,7.31867494876097e-08,3.312511355794706e-07,0.4735240371913496,5.0,5.264271577855612,-0.1628912681494977,0.2236804928138414,0.1128405355786812,-0.4372992500399978,0.374103396356744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDLO-L,16.0,-0.004825569843027,7.893161374531166e-07,0.2306331411834174,0.0218838289517789,0.1989250969453704,0.557773807299303,0.0046344364294049,1.0,0.0542870104339935,6.207807640611862e-08,1.1620213197144955e-07,5.311543619550878e-07,-0.0814461919989558,5.0,1.7722138845073283,-0.0242090590286757,-4.290367491074383,-0.0032885569366255,0.4062736760959909,-0.0499943091281573,0.0496453900709219,0.0588235294117647,0.036764705882353,0.0083432657926103,0.036764705882353,0.0444444444444445,0.0205066344993971,0.0522388059701495,0.1355704697986577,0.1717451523545707,0.1417004048582997,0.1432432432432433,0.1766342141863699,0.1717451523545707,0.1073298429319373,0.2000000000000001,0.1160949868073879,0.1668965517241381,0.2477876106194692,0.330188679245283,0.3756097560975611,0.5813084112149536,0.5842696629213484,0.7160243407707914,0.5637707948243993,0.5243243243243245,0.5494505494505497,0.6395348837209303,0.52158273381295,0.6395348837209303,0.4242424242424243,0.3322834645669292,0.2533333333333334,0.3015384615384617,0.3364928909952607,0.4100000000000001,0.5409836065573772,0.5666666666666667,0.6053130929791275,0.7885835095137421,0.3983471074380167,0.3116279069767442,0.235036496350365,0.2916030534351146,0.5243243243243245,0.4738675958188154,0.3177570093457946,0.4387755102040818,0.5381818181818183
BFQK-L,16.0,-0.0397906943855183,1.596875e-05,4.665966902889343,0.0319604574027488,0.001980936469816,0.0389164077933968,0.0734478162986588,1.0,-0.0813024370755094,2.7777777777777776e-07,1.4199757016593557e-06,0.0005705034722222,-0.0385335595997425,2.0,0.1926109491304796,0.8842834913000425,-0.1157165086999575,-0.1157165086999575,2.564981566994092,0.0176730656015883,0.1999999999999999,0.0344827586206897,-0.8104265402843602,-0.7898423817863398,0.0909090909090908,-0.7938144329896908,0.0714285714285714,-0.7321428571428572,-0.7350993377483444,-0.736842105263158,-0.7446808510638299,-0.1428571428571428,0.0344827586206897,-0.77818853974122,0.0526315789473683,-0.7683397683397684,0.0169491525423728,-0.7785977859778598,-0.7446808510638299,0.0714285714285714,0.0,-0.6439169139465876,-0.6992481203007519,-0.7129186602870814,-0.7683397683397684,-0.8125,-0.8136645962732919,-0.1044776119402985,-0.8337950138504155,-0.8371777476255089,-0.1240875912408759,0.0169491525423728,0.0,-0.1608391608391608,-0.8748696558915537,-0.8849472674976031,-0.8775510204081632,-0.024390243902439,-0.0163934426229508,-0.875904860392968,-0.891500904159132,-0.8894009216589862,-0.9046862589356632,-0.902834008097166,-0.9032258064516128,-0.894829097283085,-0.8998330550918197,-0.8981324278438031,-0.9015586546349468
BFQQ-L,6.0,0.0887788972388274,1.4013868488898369e-06,0.4094762993386689,0.0516690134140848,0.2135238608283456,0.7600909016393298,0.0474115026797369,1.0,0.0716104333944452,1.136845795404193e-07,4.3309301907897525e-07,9.104058319179764e-07,0.0017448417144556,4.0,1.527956106588175,-0.0048469907548999,0.1009602816689308,0.1009602816689308,0.7610300788454,-0.0233265709763293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2324492979719189,0.0144329896907215,0.0242886884108257,-0.2251968503937008,-0.2251968503937008,-0.4492537313432836,-0.5260115606936416,-0.3973050224581461,-0.4,-0.4559528197567268,-0.4200392927308448,-0.4502793296089385,-0.380352644836272,-0.3057384760112889,-0.1245551601423486,-0.5922651933701658,-0.5853932584269663,-0.6914070666945431,-0.6232771822358346,-0.5837563451776651,-0.6225063938618927,-0.7299176578225068,-0.764367816091954,-0.7170787809085681
BFRL-L,4.0,0.1734827873528202,5.811732672013042e-07,0.1698151220105112,0.0019143389220881,0.1189325636240528,0.2759030217951317,0.0277554018492889,1.0,0.2898425545770812,1.8148367937760817e-07,2.4877997853497115e-09,1.6684722979727955e-06,0.139557009757852,2.0,0.303136358584185,-0.7340873991480643,0.107119267437024,0.107119267437024,0.2087220912981044,-0.0244914137668965,0.0,0.0,0.0,0.0,0.0,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647,5.388235294117647
BFTY-L^H05,16.0,0.2532876248127046,7.719802090988046e-07,0.2255676934851267,0.0271302046402299,0.02667953585201,0.1031415125443839,-0.2783387983620325,1.0,0.0311914297551639,5.5717459963682056e-08,1.7540183069103491e-09,5.056540419950138e-06,0.2959211152448521,2.0,0.3169685983160451,-1.219677218318066,0.2084864353451122,0.2084864353451122,0.2578871534202793,0.0131946784818823,0.0378787878787878,-0.0671378091872791,-0.0503597122302157,-0.057142857142857,-0.0364963503649635,0.1379310344827586,0.1330472103004292,0.1379310344827586,0.0954356846473027,0.1186440677966103,0.1092436974789916,0.2279069767441861,0.2692307692307691,0.2941176470588236,0.2815533980582525,0.5529411764705883,0.4748603351955307,0.6708860759493671,0.8333333333333335,0.859154929577465,1.0787401574803148,1.0625,1.1463414634146345,0.9701492537313432,1.0,0.76,1.0625,1.0,0.6923076923076923,0.8082191780821919,0.4505494505494505,0.2222222222222221,0.1999999999999999,0.1092436974789916,0.1785714285714286,0.1,0.1681415929203542,0.189189189189189,0.2753623188405798,0.2452830188679244,0.03125,0.03125,0.0153846153846153,-0.1372549019607842,-0.0638297872340424,0.0602409638554215,-0.0399999999999999,-0.117056856187291,-0.0989761092150171
BIIP-L,16.0,0.065206770472168,0.0012470015743523,364.3659067728569,0.0535101942273174,0.1727640903497513,0.0249765625140853,-0.0163946959596335,1.0,0.0622049701556587,2.8064500739468537e-05,5.0806125374858326e-11,0.0001693564238347,0.0888868439618417,2.0,0.0007009232820701,-0.0324241796915433,-0.0324241796915433,-0.0324241796915433,0.063563273531663,-0.0056963217412381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135593220338983,-0.1774193548387096,-0.1904761904761904,-0.1206896551724137,-0.1499999999999999,-0.1206896551724137,-0.0892857142857143,-0.0892857142857143,-0.1052631578947367,-0.1499999999999999,-0.1774193548387096,-0.1904761904761904,-0.203125
BJJT-L,8.0,0.1897710359757656,2.1841402991121977e-07,0.063819186516943,0.0111195350012635,0.005927556788111,0.2041610377378097,0.0102883401951974,1.0,0.1971046770601336,3.758753072890759e-08,1.4060172045952077e-07,7.821254029239445e-06,0.1895675283138393,2.0,0.6583341916656755,-0.056277887060404,-0.056277887060404,-0.056277887060404,0.1155397102249591,-0.0007277370809499,0.0566037735849056,0.054726368159204,0.2045454545454545,0.2114285714285715,0.2848484848484849,0.1276595744680853,0.1648351648351649,0.2619047619047621,0.1777777777777778,0.1648351648351649,0.1777777777777778,0.2771084337349399,0.3417721518987342,0.3249999999999999,0.3856209150326797,0.7235772357723578,0.65625,0.827586206896552,0.8596491228070178,0.827586206896552,1.2083333333333337,1.3555555555555556,1.2553191489361706,0.6825396825396826,0.6434108527131783,0.3947368421052633,0.6960000000000002,0.4929577464788734,0.4228187919463089,0.4722222222222223,0.1584699453551912,-0.1587301587301587,-0.0901287553648068,-0.2587412587412586,-0.1587301587301587,-0.3049180327868851,-0.3942857142857142,-0.3536585365853658,-0.2813559322033898,-0.256140350877193,-0.4507772020725388,-0.4791154791154791,-0.4632911392405063,-0.4928229665071769,-0.4976303317535544,-0.4094707520891364,-0.5115207373271888,-0.5159817351598173,-0.5
